Reporting - Report PO | PIM;;;;;;;;;;;;;;;
Purchase Order No;Supplier Name;Order Date;Delivery Date;Item ID;Item Name;Item Description;Quantity Ordered;Quantity Delivered;Unit Price;Total Cost;Delivery Status;Defect Rate;Category Barang;Approval Time;Procurment Lead Time
0056/PO/CD/III/2023/CIC/CI;Immanuel Offset Printing - Jakarta;24-03-2023;;30364;TAS HADIAH;"Bahan D-600, Warna hitam, tulisan gold, Cetak 2 muka";"700,00";;12850;"8.995.000,00";Dalam Proses;0%;FASHION;3 Hari;
0056/PO/CD/V/2023/CIC/CIE;Pratama Print - Bogor;12-05-2023;13-05-2023;30810;PITA / TINTA/ TONER PRINTER;"Cartridge  107A , warna hitam";"5,00";"5,00";375000;"1.875.000,00";Finish;0%;KOMPUTER;4 Hari;1 Hari
0056/PO/CD/X/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;17-10-2023;;31453;AC INVERTER;"Tipe 05AHQ, 1/2 PK";"2,00";;2300000;"4.600.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;0 Hari;
0056/PO/CD/XI/2023/CIC/AIMP;CV. Sanjaya - Bekasi;29-11-2023;03-12-2023;31379;BROSUR;"Cetak hitam putih, 1 muka, materi : kertas A4, per : 30 Okt 2023";"1500,00";"1500,00";200;"300.000,00";Finish;0%;MEDIA INFORMASI;7 Hari;4 Hari
0057/PO/CD/III/2023/CIC/CI;MITRA 10 - CIBUBUR;24-03-2023;11-04-2023;31889;CLOSET DUDUK;"closet duduk, tipe my winston, dual flush, warna putih";"1,00";"1,00";1485000;"1.485.000,00";Finish;0%;SANITAIR DAN KAMAR MANDI;3 Hari;18 Hari
0057/PO/CD/V/2023/CIC/CIE;Toko Pasific Elektronik -  Jonggol;15-05-2023;17-05-2023;30810;PITA / TINTA/ TONER PRINTER;"Tipe: 107A, Compatible, wrn: hitam";"17,00";"17,00";240000;"4.080.000,00";Finish;0%;KOMPUTER;3 Hari;2 Hari
0057/PO/CD/X/2023/CIC/MKES;TOKO GS;24-10-2023;27-10-2023;31743;SELANG AIR;Ukuran 3/4 inch;"50,00";"50,00";10500;"525.000,00";Finish;0%;PERALATAN KERJA LAPANGAN;1 Hari;3 Hari
0057/PO/CD/XI/2023/CIC/AIMP;Emha Busana - Jakarta;29-11-2023;12-12-2023;30339;SERAGAM KARYAWAN;"Warna biru, bahan american drill, kode bahan 397, stel atas bawah";"2,00";"2,00";275000;"550.000,00";Finish;0%;FASHION;2 Hari;13 Hari
0058/PO/CD/III/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;29-03-2023;08-04-2023;31458;AC SPLIT WALL;"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt";"3,00";"3,00";2300000;"6.900.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;0 Hari;10 Hari
0058/PO/CD/V/2023/CIC/CIE;CREATIVE SOLUTION - JAKARTA;15-05-2023;25-05-2023;30053;KERTAS THERMAL;Uk. 80x80;"50,00";"50,00";13300;"665.000,00";Finish;0%;ALAT TULIS KANTOR;3 Hari;10 Hari
0058/PO/CD/X/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;29-10-2023;;31458;AC SPLIT WALL;"Tipe 05AHQ, 1/2 PK";"1,00";;2300000;"2.300.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;2 Hari;
0058/PO/CD/X/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;29-10-2023;;31458;AC SPLIT WALL;"Tipe 05AHQ, 1/2 PK";"1,00";;2300000;"2.300.000,00";Dalam Proses;0%;PENGOLAH UDARA - PENDINGIN;2 Hari;
0058/PO/CD/X/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;29-10-2023;;31555;KOMPOR INDUKSI;KOMPOR INDUKSI 1 UNIT;"1,00";;285000;"285.000,00";Dalam Proses;0%;PERALATAN DAPUR;2 Hari;
0058/PO/CD/XII/2023/CIC/AIMP;GUNANDI PRINTPERCETAKAN - BOGOR;01-12-2023;02-01-2024;31850;ID CARD / NAME TAG;"Cassing Transparan, Tali Sablon CitraIndah City";"8,00";"8,00";30000;"240.000,00";Finish;0%;RUPA - RUPA;9 Hari;32 Hari
0059/PO/CD/III/2023/CIC/CI;TOKO GS;29-03-2023;03-04-2023;31791;TALI TAMBANG;materi: plastik;"1,00";"1,00";60000;"60.000,00";Finish;0%;RUPA - RUPA;1 Hari;5 Hari
0059/PO/CD/V/2023/CIC/CIE;Toko Pasific Elektronik -  Jonggol;20-05-2023;;30818;PRINTER INK JET;Tipe EPSON L 3210;"1,00";;2225000;"2.225.000,00";Dalam Proses;0%;KOMPUTER;5 Hari;
0059/PO/CD/XI/2023/CIC/MKES;Alvin Azizi - Tangerang;02-11-2023;;31388;SPANDUK;"Polyster sablon, Uk. 1,15x8 meter, materi : ""OMG Ruko 2 Lt Terbaru""";"100,00";;68000;"6.800.000,00";Dalam Proses;0%;MEDIA INFORMASI;1 Hari;
0059/PO/CD/XII/2023/CIC/AIMP;Ace Hardware - Cibubur;13-12-2023;26-01-2024;30574;TEMPAT SAMPAH;"Kapasitas 120 Liter, Material :plastik, Dilengkapi roda & tutup";"12,00";"12,00";479900;"5.758.800,00";Finish;0%;KEBERSIHAN;6 Hari;44 Hari
0060/PO/CD/III/2023/CIC/CI;TOHI - BOGOR;29-03-2023;05-04-2023;31043;BAMBU;-;"18,00";"18,00";12000;"216.000,00";Finish;0%;MATERIAL KONSTRUKSI;1 Hari;7 Hari
0060/PO/CD/V/2023/CIC/CIE;Ace Hardware - Cibubur;25-05-2023;;30474;GORDEN - KORDEN;"Material: PEVA, dimensi : 180x180 cm, dilengkapi kait plastik";"6,00";;169900;"1.019.400,00";Dalam Proses;0%;FURNITURE - DEKORASI;8 Hari;
0060/PO/CD/XI/2023/CIC/MKES;Alvin Azizi - Tangerang;02-11-2023;07-11-2023;30514;UMBUL UMBUL;"Bahan polyester, Sablon, Uk: 1,15x5 meter, materi ""RUKO SAKURA""";"50,00";"50,00";42500;"2.125.000,00";Finish;0%;KARYA SENI - PENGHARGAAN -SIMBOL;2 Hari;5 Hari
0060/PO/CD/XII/2023/CIC/AIMP;Toko Pasific Elektronik -  Jonggol;21-12-2023;02-01-2024;31458;AC SPLIT WALL;"1 PK, Tipe : ZN9YKP";"1,00";"1,00";3250000;"3.250.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;12 Hari
0061/PO/CD/IV/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;03-04-2023;12-04-2023;31458;AC SPLIT WALL;"Tipe AQA KR5 AHP, 0.5 PK, daya: 390watt";"1,00";"1,00";2300000;"2.300.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;9 Hari
0061/PO/CD/IV/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;03-04-2023;12-04-2023;30216;TELEVISI/TV LED;"Tipe PLD-24V1853, 24 Inch, digital TV, USB Play Movie";"1,00";"1,00";1325000;"1.325.000,00";Finish;0%;AUDIO DAN VISUAL;1 Hari;9 Hari
0061/PO/CD/V/2023/CIC/CIE;CV. Sanjaya - Bekasi;31-05-2023;13-06-2023;31836;STIKER INFORMASI;"Bahan: vynil, warna hijau lumut";"7000,00";"7000,00";1900;"13.300.000,00";Finish;0%;RUPA - RUPA;0 Hari;13 Hari
0061/PO/CD/XI/2023/CIC/MKES;CV. Sanjaya - Bekasi;10-11-2023;17-11-2023;31379;BROSUR;"Materi: Bukit Viola, art cartoon 260gr, laminasi doft, lipat 3";"1500,00";"1500,00";5000;"7.500.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;7 Hari
0062/PO/CD/IV/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;10-04-2023;18-04-2023;30216;TELEVISI/TV LED;"Tipe PLD-24V1853, 24 Inch, digital TV, USB Play Movie";"2,00";"2,00";1325000;"2.650.000,00";Finish;0%;AUDIO DAN VISUAL;3 Hari;8 Hari
0062/PO/CD/VI/2023/CIC/CIE;Toko Pasific Elektronik -  Jonggol;07-06-2023;12-06-2023;30957;LAMPU;"LED Bright 17 watt, E27 6500, warna putih";"18,00";"18,00";60000;"1.080.000,00";Finish;0%;LISTRIK;1 Hari;5 Hari
0062/PO/CD/XI/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;10-11-2023;17-11-2023;30713;MOUSE;"Tipe M170, wireless";"1,00";"1,00";120000;"120.000,00";Finish;0%;KOMPUTER;0 Hari;7 Hari
0063/PO/CD/IV/2023/CIC/CI;Pinus Design - Cikarang;10-04-2023;12-05-2023;31809;KARTU IDENTITAS;"Wrn putih, logo kiri atas, a.n Handoko";"3,00";"3,00";22000;"66.000,00";Finish;0%;RUPA - RUPA;2 Hari;32 Hari
0063/PO/CD/IV/2023/CIC/CI;Pinus Design - Cikarang;10-04-2023;12-05-2023;31839;STIKER NAMA KARYAWAN;"Bahan vynil, wrn putih, a.n Handoko";"20,00";"20,00";9000;"180.000,00";Finish;0%;RUPA - RUPA;2 Hari;32 Hari
0063/PO/CD/VI/2023/CIC/CIE;CV. Andora Ropitama - Jakarta;07-06-2023;15-06-2023;30957;LAMPU;"IP. 66, 400 watt, warna kuning";"5,00";"5,00";340000;"1.700.000,00";Finish;0%;LISTRIK;2 Hari;8 Hari
0063/PO/CD/XI/2023/CIC/MKES;Alvin Azizi - Tangerang;16-11-2023;20-11-2023;31388;SPANDUK;"Polyster sablon, Uk. 1,15x8 meter, materi : ""CitraIndah Avenue""";"100,00";"100,00";68000;"6.800.000,00";Finish;0%;MEDIA INFORMASI;3 Hari;4 Hari
0064/PO/CD/IV/2023/CIC/CI;Toko Buku Gunung Intan - Jonggol;10-04-2023;19-04-2023;30040;KERTAS A4;KERTAS A4 75;"75,00";"75,00";45000;"3.375.000,00";Finish;0%;ALAT TULIS KANTOR;0 Hari;9 Hari
0064/PO/CD/VI/2023/CIC/CIE;CV. Andora Ropitama - Jakarta;07-06-2023;15-06-2023;31719;TIMER;"Timer Switch Analog 100 - 240 V AC.24 Jam , SUL  181 D H , Ori";"2,00";"2,00";435000;"870.000,00";Finish;0%;PERALATAN KERJA LAPANGAN;1 Hari;8 Hari
0064/PO/CD/XI/2023/CIC/MKES;PT. PLATBOARD LUTDESINDO;16-11-2023;26-01-2024;31370;BILLBOARD;"Materi ""OMG, CitraIndah Avenue"", Uk 17,5x2,5meter, Lokasi underpass CIC";"1,00";"1,00";1484375;"1.484.375,00";Finish;0%;MEDIA INFORMASI;3 Hari;71 Hari
0065/PO/CD/IV/2023/CIC/CI;PT. REFRITAMA  SUMMIT SARANA - BOGOR;10-04-2023;03-05-2023;31486;FREON AC;FREON AC R410;"7,00";"7,00";150000;"1.050.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;2 Hari;23 Hari
0065/PO/CD/VI/2023/CIC/CIE;CV. Andora Ropitama - Jakarta;07-06-2023;15-06-2023;30879;MCB;"MCB 20A, 1 PH";"9,00";"9,00";72000;"648.000,00";Finish;0%;LISTRIK;1 Hari;8 Hari
0065/PO/CD/XI/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;16-11-2023;30-11-2023;30957;LAMPU;"8 Watt, warna putih";"4,00";"4,00";18750;"75.000,00";Finish;0%;LISTRIK;3 Hari;14 Hari
0066/PO/CD/IV/2023/CIC/CI;Bina Jaya Computer - Jakarta;12-04-2023;18-04-2023;30806;MONITOR;Spesifikasi: LED Monitor 1800:1 3000:1 Wide 16: 9 72MHz 1980x1080 FHD Respontime 5MS Input VGA dan H;"1,00";"1,00";1450000;"1.450.000,00";Finish;0%;KOMPUTER;2 Hari;6 Hari
0066/PO/CD/VI/2023/CIC/CIE;CREATIVE SOLUTION - JAKARTA;08-06-2023;23-06-2023;30053;KERTAS THERMAL;"Merk: Golden, Uk. 80x80";"50,00";"50,00";13300;"665.000,00";Finish;0%;ALAT TULIS KANTOR;0 Hari;15 Hari
0066/PO/CD/XI/2023/CIC/MKES;PT. PLATBOARD LUTDESINDO;20-11-2023;29-11-2023;31370;BILLBOARD;"Materi ""Viola"", Uk 10x7meter, Lokasi bundaran FM";"1,00";"1,00";2075000;"2.075.000,00";Finish;0%;MEDIA INFORMASI;6 Hari;9 Hari
0067/PO/CD/IV/2023/CIC/CI;Pratama Print - Bogor;12-04-2023;19-04-2023;30810;PITA / TINTA/ TONER PRINTER;TONER 30A;"2,00";"2,00";100000;"200.000,00";Finish;0%;KOMPUTER;2 Hari;7 Hari
0067/PO/CD/VI/2023/CIC/CIE;Toko Pasific Elektronik -  Jonggol;09-06-2023;15-06-2023;30810;PITA / TINTA/ TONER PRINTER;"Tipe: 107A, Compatible, Warna: Hitam";"10,00";"10,00";240000;"2.400.000,00";Finish;0%;KOMPUTER;1 Hari;6 Hari
0067/PO/CD/XI/2023/CIC/MKES;PT. Sarana Kencana Mulya - Tangerang;20-11-2023;18-01-2024;31458;AC SPLIT WALL;"Daya 1 PK, Tipe: PAC 09VH, Dimensi 79X20X26 cm, Daya Listrik 790 Watt";"4,00";"4,00";2396000;"9.584.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;6 Hari;59 Hari
0068/PO/CD/IV/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;14-04-2023;02-05-2023;30216;TELEVISI/TV LED;"Tipe PLD-24V1853, 24 Inch, digital TV, USB Play Movie";"9,00";"9,00";1325000;"11.925.000,00";Finish;0%;AUDIO DAN VISUAL;2 Hari;18 Hari
0068/PO/CD/VI/2023/CIC/CIE;MITRA 10 - CIBUBUR;13-06-2023;23-06-2023;31878;STOP KRAN;"Kran dinding, 1/2 inch, CLS01";"1,00";"1,00";81780;"81.780,00";Finish;0%;SANITAIR DAN KAMAR MANDI;0 Hari;10 Hari
0068/PO/CD/XI/2023/CIC/MKES;TOKO GS;20-11-2023;24-11-2023;30661;KABEL TWISTED;kabel twis  2x10 mm 150 meter;"150,00";"150,00";6500;"975.000,00";Finish;0%;KOMPUTER;1 Hari;4 Hari
0069/PO/CD/IV/2023/CIC/CI;Platboard Lutdesindo - Bekasi;14-04-2023;10-05-2023;31370;BILLBOARD;"Flexi, Uk. 9x7 meter, materi: Idul Fitri";"1,00";"1,00";1917500;"1.917.500,00";Finish;0%;MEDIA INFORMASI;1 Hari;26 Hari
0069/PO/CD/VI/2023/CIC/CIE;Toko Pasific Elektronik -  Jonggol;15-06-2023;26-06-2023;30699;BATERAI LAPTOP;"Hp 240 G6, tipe Hp JC04";"1,00";"1,00";425000;"425.000,00";Finish;0%;KOMPUTER;0 Hari;11 Hari
0069/PO/CD/XI/2023/CIC/MKES;GUNANDI PRINTPERCETAKAN - BOGOR;23-11-2023;;31850;ID CARD / NAME TAG;"Cassing Transparan, Tali Sablon CitraIndah City";"9,00";;37000;"333.000,00";Dalam Proses;0%;RUPA - RUPA;1 Hari;
0070/PO/CD/IV/2023/CIC/CI;Immanuel Offset Printing - Jakarta;14-04-2023;08-06-2023;30006;AMPLOP KOP;"Amplop jendela, ada cetakan logo & alamat PT. MKES";"50,00";"50,00";77500;"3.875.000,00";Finish;0%;ALAT TULIS KANTOR;1 Hari;55 Hari
0070/PO/CD/VI/2023/CIC/CIE;CV. Andora Ropitama - Jakarta;15-06-2023;03-07-2023;30961;LAMPU LAINNYA;"20 Watt, IP 65, warna kuning";"20,00";"20,00";54000;"1.080.000,00";Finish;0%;LISTRIK;0 Hari;18 Hari
0070/PO/CD/XI/2023/CIC/MKES;PT. PLATBOARD LUTDESINDO;28-11-2023;05-12-2023;31365;BANNER;"Bahan : flexi, Uk 0,9x3,96 meter, materi : Ruko Sakura, lokasi : pohon seribu";"9,00";"9,00";80190;"721.710,00";Finish;0%;MEDIA INFORMASI;1 Hari;7 Hari
0070/PO/CD/XI/2023/CIC/MKES;PT. PLATBOARD LUTDESINDO;28-11-2023;05-12-2023;31365;BANNER;"Bahan : flexi, Uk 0,9x3,96 meter,, materi : Viola, lokasi : pohon seribu";"10,00";"10,00";80190;"801.900,00";Finish;0%;MEDIA INFORMASI;1 Hari;7 Hari
0071/PO/CD/IV/2023/CIC/CI;Dodi Kohanta - Jonggol;14-04-2023;19-04-2023;31052;BATU BELAH;-;"25,00";"25,00";275000;"6.875.000,00";Finish;0%;MATERIAL KONSTRUKSI;4 Hari;5 Hari
0071/PO/CD/VI/2023/CIC/CIE;FEBI DAMAYANTHI -  JAKARTA;15-06-2023;05-07-2023;31756;MESIN POTONG RUMPUT;"Tipe Tesla 328, kapasitas tangki : 1.2 liter, sistem starter: recoil";"1,00";"1,00";950000;"950.000,00";Finish;0%;PERTAMANAN;1 Hari;20 Hari
0071/PO/CD/XI/2023/CIC/MKES;PT. Sarana Kencana Mulya - Tangerang;28-11-2023;21-12-2023;31458;AC SPLIT WALL;"1/2 PK, Tipe : PAC 05VH";"1,00";"1,00";2164000;"2.164.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;23 Hari
0071/PO/CD/XI/2023/CIC/MKES;PT. Sarana Kencana Mulya - Tangerang;28-11-2023;21-12-2023;31458;AC SPLIT WALL;"1/2 PK, Tipe : PAC 05VH";"1,00";"1,00";2164000;"2.164.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;23 Hari
0071/PO/CD/XI/2023/CIC/MKES;PT. Sarana Kencana Mulya - Tangerang;28-11-2023;21-12-2023;31458;AC SPLIT WALL;"1/2 PK, Tipe : PAC 05VH";"1,00";"1,00";2164000;"2.164.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;1 Hari;23 Hari
0072/PO/CD/IV/2023/CIC/CI;Toko Pasific Elektronik -  Jonggol;20-04-2023;16-05-2023;30216;TELEVISI/TV LED;"Tipe PLD-24V1853, 24 Inch, digital TV, USB Play Movie";"1,00";"1,00";1325000;"1.325.000,00";Finish;0%;AUDIO DAN VISUAL;1 Hari;26 Hari
0072/PO/CD/VII/2023/CIC/CIE;FEBI DAMAYANTHI -  JAKARTA;02-07-2023;07-07-2023;30338;JAS HUJAN;Ukuran XL;"1,00";"1,00";345000;"345.000,00";Finish;0%;FASHION;6 Hari;5 Hari
0072/PO/CD/VII/2023/CIC/CIE;FEBI DAMAYANTHI -  JAKARTA;02-07-2023;07-07-2023;30354;SEPATU LAPANGAN;Ukuran 40;"1,00";"1,00";110000;"110.000,00";Finish;0%;FASHION;6 Hari;5 Hari
0072/PO/CD/XI/2023/CIC/MKES;CV. Sanjaya - Bekasi;29-11-2023;01-12-2023;31379;BROSUR;"Cetak hitam putih, 2 muka, materi : kertas A4, per : 30 Okt 2023";"1500,00";"1500,00";250;"375.000,00";Finish;0%;MEDIA INFORMASI;7 Hari;2 Hari
0073/PO/CD/IV/2023/CIC/CI;Alvin Azizi - Tangerang;20-04-2023;06-05-2023;31388;SPANDUK;"Bahan : Polyester, Uk : 800x115 cm, Materi : Bukit Dahlia";"50,00";"50,00";68000;"3.400.000,00";Finish;0%;MEDIA INFORMASI;1 Hari;16 Hari
0073/PO/CD/VII/2023/CIC/CIE;CREATIVE SOLUTION - JAKARTA;02-07-2023;13-07-2023;30053;KERTAS THERMAL;Uk. 80x80;"150,00";"150,00";13300;"1.995.000,00";Finish;0%;ALAT TULIS KANTOR;6 Hari;11 Hari
0073/PO/CD/XI/2023/CIC/MKES;Ace Hardware - Cibubur;29-11-2023;15-12-2023;30574;TEMPAT SAMPAH;"Kapasitas 120 Liter, Material :plastik, Dilengkapi roda & tutup";"12,00";"12,00";479900;"5.758.800,00";Finish;0%;KEBERSIHAN;7 Hari;16 Hari
0074/PO/CD/IV/2023/CIC/CI;Toko Buku Gunung Intan - Jonggol;24-04-2023;01-05-2023;30039;KERTAS A3;"HVS A3, 75Gr";"20,00";"20,00";117500;"2.350.000,00";Finish;0%;ALAT TULIS KANTOR;0 Hari;7 Hari
0074/PO/CD/VII/2023/CIC/CIE;Toko Pasific Elektronik -  Jonggol;02-07-2023;07-07-2023;30707;KEYBOARD;Tipe K120;"1,00";"1,00";110000;"110.000,00";Finish;0%;KOMPUTER;6 Hari;5 Hari
0074/PO/CD/VII/2023/CIC/CIE;Toko Pasific Elektronik -  Jonggol;02-07-2023;07-07-2023;30638;MOUSE PAD;Warna Hitam;"3,00";"3,00";15000;"45.000,00";Finish;0%;KOMPUTER;6 Hari;5 Hari
0074/PO/CD/XI/2023/CIC/MKES;Toko Pasific Elektronik -  Jonggol;29-11-2023;;31555;KOMPOR INDUKSI;"1 tungku, Tipe IDC-300";"1,00";;285000;"285.000,00";Dalam Proses;0%;PERALATAN DAPUR;7 Hari;
0075/PO/CD/V/2023/CIC/CI;TOKO GS;03-05-2023;09-05-2023;31878;STOP KRAN;"0,5 inch";"1,00";"1,00";170000;"170.000,00";Finish;0%;SANITAIR DAN KAMAR MANDI;1 Hari;6 Hari
0075/PO/CD/VII/2023/CIC/CIE;CV. Andora Ropitama - Jakarta;02-07-2023;07-07-2023;30901;KABEL;"Kabel NYAF 0.75 mm, Supreme 100m, Warna hitam & biru";"2,00";"2,00";225000;"450.000,00";Finish;0%;LISTRIK;9 Hari;5 Hari
0075/PO/CD/XI/2023/CIC/MKES;PT. PLATBOARD LUTDESINDO;29-11-2023;05-12-2023;31365;BANNER;"Bahan : flexi, Uk 0,6x2,9 meter, materi : Viola, lokasi : depan MO";"1,00";"1,00";39150;"39.150,00";Finish;0%;MEDIA INFORMASI;8 Hari;6 Hari
0075/PO/CD/XI/2023/CIC/MKES;PT. PLATBOARD LUTDESINDO;29-11-2023;05-12-2023;31365;BANNER;"Bahan : flexi, Uk 0,6x2,9 meter, materi : Avenue, lokasi : depan MO";"1,00";"1,00";39150;"39.150,00";Finish;0%;MEDIA INFORMASI;8 Hari;6 Hari
0076/PO/CD/V/2023/CIC/CI;Pratama Print - Bogor;05-05-2023;09-05-2023;30810;PITA / TINTA/ TONER PRINTER;TINTA 6644 YELLOW;"10,00";"10,00";43500;"435.000,00";Finish;0%;KOMPUTER;1 Hari;4 Hari
0076/PO/CD/V/2023/CIC/CI;Pratama Print - Bogor;05-05-2023;09-05-2023;30810;PITA / TINTA/ TONER PRINTER;TINTA EPSON 003 CYAN;"10,00";"10,00";69000;"690.000,00";Finish;0%;KOMPUTER;1 Hari;4 Hari
0076/PO/CD/V/2023/CIC/CI;Pratama Print - Bogor;05-05-2023;09-05-2023;30810;PITA / TINTA/ TONER PRINTER;TINTA EPSON 003 HITAM;"10,00";"10,00";69000;"690.000,00";Finish;0%;KOMPUTER;1 Hari;4 Hari
0076/PO/CD/V/2023/CIC/CI;Pratama Print - Bogor;05-05-2023;09-05-2023;30810;PITA / TINTA/ TONER PRINTER;TINTA EPSON 003 YELLOW;"10,00";"10,00";69000;"690.000,00";Finish;0%;KOMPUTER;1 Hari;4 Hari
0076/PO/CD/V/2023/CIC/CI;Pratama Print - Bogor;05-05-2023;09-05-2023;30810;PITA / TINTA/ TONER PRINTER;TINTA EPSON 003 MAGENTA;"10,00";"10,00";69000;"690.000,00";Finish;0%;KOMPUTER;1 Hari;4 Hari
0076/PO/CD/V/2023/CIC/CI;Pratama Print - Bogor;05-05-2023;09-05-2023;30810;PITA / TINTA/ TONER PRINTER;TINTA 6641 HITAM;"15,00";"15,00";43500;"652.500,00";Finish;0%;KOMPUTER;1 Hari;4 Hari
0076/PO/CD/VII/2023/CIC/CIE;PT. PLATBOARD LUTSINDO - Bekasi;02-07-2023;11-07-2023;31388;SPANDUK;"Flexi,  Uk. 1x5meter, Materi: Cluster Mandiri";"4,00";"4,00";112500;"450.000,00";Finish;0%;MEDIA INFORMASI;9 Hari;9 Hari
0076/PO/CD/XI/2023/CIC/MKES;Emha Busana - Jakarta;29-11-2023;12-12-2023;30339;SERAGAM KARYAWAN;"Warna biru, bahan american drill, kode bahan 397, stel atas bawah";"4,00";"4,00";275000;"1.100.000,00";Finish;0%;FASHION;2 Hari;13 Hari
0077/PO/CD/V/2023/CIC/CI;INDOMARET CIC;05-05-2023;30-05-2023;30983;MINUMAN KEMASAN;Kemasan 200 ml;"120,00";"120,00";3900;"468.000,00";Finish;0%;MAKANAN DAN MINUMAN;1 Hari;25 Hari
0077/PO/CD/VII/2023/CIC/CIE;FEBI DAMAYANTHI -  JAKARTA;02-07-2023;17-07-2023;31326;SEAL POMPA;Uk. Flexibel 3/ F3;"100,00";"100,00";6000;"600.000,00";Finish;0%;MECHANICAL;9 Hari;15 Hari
0077/PO/CD/XII/2023/CIC/MKES;PT. PLATBOARD LUTDESINDO;13-12-2023;24-12-2023;31365;BANNER;"Bahan : flexi, Uk 0,6x2,9 meter, materi : Viola, lokasi : depan MO";"1,00";"1,00";39150;"39.150,00";Finish;0%;MEDIA INFORMASI;0 Hari;11 Hari
0077/PO/CD/XII/2023/CIC/MKES;PT. PLATBOARD LUTDESINDO;13-12-2023;24-12-2023;31365;BANNER;"BANNER PILLAR MARKETING OFFICE AVENUE/RUKO SAKURA290 X 60 CM Bahan : flexi, Uk 0,6x2,9 meter, materi : Avenue/ Ruko Sakura, lokasi : depan MO";"1,00";"1,00";39150;"39.150,00";Finish;0%;MEDIA INFORMASI;0 Hari;11 Hari
0078/PO/CD/V/2023/CIC/CI;TOKO MEGA PLASTIK - BOGOR;05-05-2023;14-05-2023;31535;GELAS / CANGKIR / MUG;"Paper Cup Motif,  Uk. 8 OZ";"4000,00";"4000,00";260;"1.040.000,00";Finish;0%;PERALATAN DAPUR;1 Hari;9 Hari
0078/PO/CD/VII/2023/CIC/CIE;RUBBY KUSUMAH - BOGOR;02-07-2023;06-07-2023;31054;BATU MACADAM / MAKADAM;-;"5,00";"5,00";300000;"1.500.000,00";Finish;0%;MATERIAL KONSTRUKSI;9 Hari;4 Hari
0078/PO/CD/XII/2023/CIC/MKES;PT. Sarana Kencana Mulya - Tangerang;13-12-2023;27-12-2023;31458;AC SPLIT WALL;"1/2 PK, Tipe : PAC 05VH";"1,00";"1,00";2164000;"2.164.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;0 Hari;14 Hari
0078/PO/CD/XII/2023/CIC/MKES;PT. Sarana Kencana Mulya - Tangerang;13-12-2023;27-12-2023;31458;AC SPLIT WALL;"1/2 PK, Tipe : PAC 05VH";"4,00";"4,00";2164000;"8.656.000,00";Finish;0%;PENGOLAH UDARA - PENDINGIN;0 Hari;14 Hari
0079/PO/CD/V/2023/CIC/CI;PT. PERSINDO PERTIWI AGUNG - JAKARTA;05-05-2023;15-05-2023;30367;BRANKAS BESI;"Tipe : Cassa DS 4 - Materi: Plat baja, badan: tebal 98mm, pintu : tebal 84mm, Uk : 1362x621x800 mm, Kunci : kombinasi & key lock, 4 laci, berat : 600kg";"3,00";"3,00";17560200;"52.680.600,00";Finish;0%;FURNITURE - DEKORASI;2 Hari;10 Hari
0079/PO/CD/VII/2023/CIC/CIE;Ace Hardware - Cibubur;02-07-2023;29-07-2023;30474;GORDEN - KORDEN;"Material: PEVA, dimensi : 180x180 cm, dilengkapi kait plastik";"8,00";"8,00";169900;"1.359.200,00";Finish;0%;FURNITURE - DEKORASI;14 Hari;27 Hari
0079/PO/CD/XII/2023/CIC/MKES;Ace Hardware - Cibubur;21-12-2023;21-02-2024;31697;METERAN;"Dimensi : 2.5 cm x 7.5 meter, self locking";"2,00";"2,00";76900;"153.800,00";Finish;0%;PERALATAN KERJA LAPANGAN;2 Hari;62 Hari
0080/PO/CD/V/2023/CIC/CI;Pinus Design - Cikarang;09-05-2023;19-05-2023;31839;STIKER NAMA KARYAWAN;"Bahan Chromo, cutting sticker, a.n Revina";"40,00";"40,00";9000;"360.000,00";Finish;0%;RUPA - RUPA;2 Hari;10 Hari
